,chargingAvailability,variable,value,name,lat,lon
0,528009010070455.0,2023-05-12 09:01:00,1,Fastned 's-Heer Arendskerke,51.48428,3.85103
1,528009010070455.0,2023-05-12 13:00:00,5,Fastned 's-Heer Arendskerke,51.48428,3.85103
2,528009010070455.0,2023-05-12 11:00:00,5,Fastned 's-Heer Arendskerke,51.48428,3.85103
3,528009010070455.0,2023-05-12 14:00:00,6,Fastned 's-Heer Arendskerke,51.48428,3.85103
4,528009010070455.0,2023-05-12 08:00:00,1,Fastned 's-Heer Arendskerke,51.48428,3.85103
5,528009010070455.0,2023-05-12 12:00:00,3,Fastned 's-Heer Arendskerke,51.48428,3.85103
6,528009010070455.0,2023-05-12 10:00:00,2,Fastned 's-Heer Arendskerke,51.48428,3.85103
7,528009010056119.0,2023-05-12 09:01:00,0,PARKnCHARGE Terneuzen Kennedylaan,51.33369,3.82499
8,528009010056119.0,2023-05-12 13:00:00,0,PARKnCHARGE Terneuzen Kennedylaan,51.33369,3.82499
9,528009010056119.0,2023-05-12 11:00:00,0,PARKnCHARGE Terneuzen Kennedylaan,51.33369,3.82499
10,528009010056119.0,2023-05-12 14:00:00,0,PARKnCHARGE Terneuzen Kennedylaan,51.33369,3.82499
11,528009010056119.0,2023-05-12 08:00:00,0,PARKnCHARGE Terneuzen Kennedylaan,51.33369,3.82499
12,528009010056119.0,2023-05-12 12:00:00,0,PARKnCHARGE Terneuzen Kennedylaan,51.33369,3.82499
13,528009010056119.0,2023-05-12 10:00:00,0,PARKnCHARGE Terneuzen Kennedylaan,51.33369,3.82499
14,528009009095094.0,2023-05-12 09:01:00,0,Allego Burgh-Haamstede Daleboutsweg,51.68585,3.72814
15,528009009095094.0,2023-05-12 13:00:00,0,Allego Burgh-Haamstede Daleboutsweg,51.68585,3.72814
16,528009009095094.0,2023-05-12 11:00:00,0,Allego Burgh-Haamstede Daleboutsweg,51.68585,3.72814
17,528009009095094.0,2023-05-12 14:00:00,0,Allego Burgh-Haamstede Daleboutsweg,51.68585,3.72814
18,528009009095094.0,2023-05-12 08:00:00,0,Allego Burgh-Haamstede Daleboutsweg,51.68585,3.72814
19,528009009095094.0,2023-05-12 12:00:00,0,Allego Burgh-Haamstede Daleboutsweg,51.68585,3.72814
20,528009009095094.0,2023-05-12 10:00:00,0,Allego Burgh-Haamstede Daleboutsweg,51.68585,3.72814
21,528009010072403.0,2023-05-12 09:01:00,0,AVIA Rilland De Poort,51.42273,4.19137
22,528009010072403.0,2023-05-12 13:00:00,0,AVIA Rilland De Poort,51.42273,4.19137
23,528009010072403.0,2023-05-12 11:00:00,1,AVIA Rilland De Poort,51.42273,4.19137
24,528009010072403.0,2023-05-12 14:00:00,0,AVIA Rilland De Poort,51.42273,4.19137
25,528009010072403.0,2023-05-12 08:00:00,0,AVIA Rilland De Poort,51.42273,4.19137
26,528009010072403.0,2023-05-12 12:00:00,0,AVIA Rilland De Poort,51.42273,4.19137
27,528009010072403.0,2023-05-12 10:00:00,0,AVIA Rilland De Poort,51.42273,4.19137
28,528009009073612.0,2023-05-12 09:01:00,2,Allego Middelburg Paukenweg,51.48009,3.63681
29,528009009073612.0,2023-05-12 13:00:00,2,Allego Middelburg Paukenweg,51.48009,3.63681
30,528009009073612.0,2023-05-12 11:00:00,2,Allego Middelburg Paukenweg,51.48009,3.63681
31,528009009073612.0,2023-05-12 14:00:00,2,Allego Middelburg Paukenweg,51.48009,3.63681
32,528009009073612.0,2023-05-12 08:00:00,2,Allego Middelburg Paukenweg,51.48009,3.63681
33,528009009073612.0,2023-05-12 12:00:00,2,Allego Middelburg Paukenweg,51.48009,3.63681
34,528009009073612.0,2023-05-12 10:00:00,2,Allego Middelburg Paukenweg,51.48009,3.63681
35,528009010112505.0,2023-05-12 09:01:00,0,Shell Recharge Goes Amundsenweg,51.48651,3.8747
36,528009010112505.0,2023-05-12 13:00:00,0,Shell Recharge Goes Amundsenweg,51.48651,3.8747
37,528009010112505.0,2023-05-12 11:00:00,0,Shell Recharge Goes Amundsenweg,51.48651,3.8747
38,528009010112505.0,2023-05-12 14:00:00,0,Shell Recharge Goes Amundsenweg,51.48651,3.8747
39,528009010112505.0,2023-05-12 08:00:00,0,Shell Recharge Goes Amundsenweg,51.48651,3.8747
40,528009010112505.0,2023-05-12 12:00:00,0,Shell Recharge Goes Amundsenweg,51.48651,3.8747
41,528009010112505.0,2023-05-12 10:00:00,0,Shell Recharge Goes Amundsenweg,51.48651,3.8747
42,528009010055557.0,2023-05-12 09:01:00,0,PARKnCHARGE Terneuzen Guido Gezellestraat,51.30589,3.85508
43,528009010055557.0,2023-05-12 13:00:00,0,PARKnCHARGE Terneuzen Guido Gezellestraat,51.30589,3.85508
44,528009010055557.0,2023-05-12 11:00:00,0,PARKnCHARGE Terneuzen Guido Gezellestraat,51.30589,3.85508
45,528009010055557.0,2023-05-12 14:00:00,0,PARKnCHARGE Terneuzen Guido Gezellestraat,51.30589,3.85508
46,528009010055557.0,2023-05-12 08:00:00,0,PARKnCHARGE Terneuzen Guido Gezellestraat,51.30589,3.85508
47,528009010055557.0,2023-05-12 12:00:00,0,PARKnCHARGE Terneuzen Guido Gezellestraat,51.30589,3.85508
48,528009010055557.0,2023-05-12 10:00:00,0,PARKnCHARGE Terneuzen Guido Gezellestraat,51.30589,3.85508
49,528009009083633.0,2023-05-12 09:01:00,1,Fastned 's-Heer Arendskerke Rijksweg,51.49877,3.77214
50,528009009083633.0,2023-05-12 13:00:00,0,Fastned 's-Heer Arendskerke Rijksweg,51.49877,3.77214
51,528009009083633.0,2023-05-12 11:00:00,1,Fastned 's-Heer Arendskerke Rijksweg,51.49877,3.77214
52,528009009083633.0,2023-05-12 14:00:00,0,Fastned 's-Heer Arendskerke Rijksweg,51.49877,3.77214
53,528009009083633.0,2023-05-12 08:00:00,0,Fastned 's-Heer Arendskerke Rijksweg,51.49877,3.77214
54,528009009083633.0,2023-05-12 12:00:00,0,Fastned 's-Heer Arendskerke Rijksweg,51.49877,3.77214
55,528009009083633.0,2023-05-12 10:00:00,1,Fastned 's-Heer Arendskerke Rijksweg,51.49877,3.77214
56,528009010056078.0,2023-05-12 09:01:00,0,Ecotap Den Bommel Langeweg,51.69807,4.29308
57,528009010056078.0,2023-05-12 13:00:00,0,Ecotap Den Bommel Langeweg,51.69807,4.29308
58,528009010056078.0,2023-05-12 11:00:00,1,Ecotap Den Bommel Langeweg,51.69807,4.29308
59,528009010056078.0,2023-05-12 14:00:00,0,Ecotap Den Bommel Langeweg,51.69807,4.29308
60,528009010056078.0,2023-05-12 08:00:00,0,Ecotap Den Bommel Langeweg,51.69807,4.29308
61,528009010056078.0,2023-05-12 12:00:00,0,Ecotap Den Bommel Langeweg,51.69807,4.29308
62,528009010056078.0,2023-05-12 10:00:00,0,Ecotap Den Bommel Langeweg,51.69807,4.29308
63,528009010043239.0,2023-05-12 09:01:00,1,InCharge Middelburg Bosschaartsweg,51.48276,3.62497
64,528009010043239.0,2023-05-12 13:00:00,1,InCharge Middelburg Bosschaartsweg,51.48276,3.62497
65,528009010043239.0,2023-05-12 11:00:00,0,InCharge Middelburg Bosschaartsweg,51.48276,3.62497
66,528009010043239.0,2023-05-12 14:00:00,1,InCharge Middelburg Bosschaartsweg,51.48276,3.62497
67,528009010043239.0,2023-05-12 08:00:00,1,InCharge Middelburg Bosschaartsweg,51.48276,3.62497
68,528009010043239.0,2023-05-12 12:00:00,0,InCharge Middelburg Bosschaartsweg,51.48276,3.62497
69,528009010043239.0,2023-05-12 10:00:00,1,InCharge Middelburg Bosschaartsweg,51.48276,3.62497
70,528009010104154.0,2023-05-12 09:01:00,0,Krabbendijke Vliete,51.42281,4.09665
71,528009010104154.0,2023-05-12 13:00:00,0,Krabbendijke Vliete,51.42281,4.09665
72,528009010104154.0,2023-05-12 11:00:00,0,Krabbendijke Vliete,51.42281,4.09665
73,528009010104154.0,2023-05-12 14:00:00,0,Krabbendijke Vliete,51.42281,4.09665
74,528009010104154.0,2023-05-12 08:00:00,0,Krabbendijke Vliete,51.42281,4.09665
75,528009010104154.0,2023-05-12 12:00:00,0,Krabbendijke Vliete,51.42281,4.09665
76,528009010104154.0,2023-05-12 10:00:00,0,Krabbendijke Vliete,51.42281,4.09665
77,528009010057386.0,2023-05-12 09:01:00,0,PARKnCHARGE Yerseke Kreeft,51.48126,4.0519
78,528009010057386.0,2023-05-12 13:00:00,0,PARKnCHARGE Yerseke Kreeft,51.48126,4.0519
79,528009010057386.0,2023-05-12 11:00:00,1,PARKnCHARGE Yerseke Kreeft,51.48126,4.0519
80,528009010057386.0,2023-05-12 14:00:00,0,PARKnCHARGE Yerseke Kreeft,51.48126,4.0519
81,528009010057386.0,2023-05-12 08:00:00,0,PARKnCHARGE Yerseke Kreeft,51.48126,4.0519
82,528009010057386.0,2023-05-12 12:00:00,0,PARKnCHARGE Yerseke Kreeft,51.48126,4.0519
83,528009010057386.0,2023-05-12 10:00:00,1,PARKnCHARGE Yerseke Kreeft,51.48126,4.0519
84,528009009101643.0,2023-05-12 09:01:00,0,PARKnCHARGE Oude-Tonge Tonisseweg,51.70046,4.20306
85,528009009101643.0,2023-05-12 13:00:00,0,PARKnCHARGE Oude-Tonge Tonisseweg,51.70046,4.20306
86,528009009101643.0,2023-05-12 11:00:00,0,PARKnCHARGE Oude-Tonge Tonisseweg,51.70046,4.20306
87,528009009101643.0,2023-05-12 14:00:00,0,PARKnCHARGE Oude-Tonge Tonisseweg,51.70046,4.20306
88,528009009101643.0,2023-05-12 08:00:00,0,PARKnCHARGE Oude-Tonge Tonisseweg,51.70046,4.20306
89,528009009101643.0,2023-05-12 12:00:00,0,PARKnCHARGE Oude-Tonge Tonisseweg,51.70046,4.20306
90,528009009101643.0,2023-05-12 10:00:00,0,PARKnCHARGE Oude-Tonge Tonisseweg,51.70046,4.20306
91,528009010064276.0,2023-05-12 09:01:00,0,'s-Heer Arendskerke Rijksweg,51.49842,3.77217
92,528009010064276.0,2023-05-12 13:00:00,0,'s-Heer Arendskerke Rijksweg,51.49842,3.77217
93,528009010064276.0,2023-05-12 11:00:00,0,'s-Heer Arendskerke Rijksweg,51.49842,3.77217
94,528009010064276.0,2023-05-12 14:00:00,0,'s-Heer Arendskerke Rijksweg,51.49842,3.77217
95,528009010064276.0,2023-05-12 08:00:00,0,'s-Heer Arendskerke Rijksweg,51.49842,3.77217
96,528009010064276.0,2023-05-12 12:00:00,0,'s-Heer Arendskerke Rijksweg,51.49842,3.77217
97,528009010064276.0,2023-05-12 10:00:00,0,'s-Heer Arendskerke Rijksweg,51.49842,3.77217
98,528009010107118.0,2023-05-12 09:01:00,0,TotalEnergies 's-Heer Arendskerke Rijksweg,51.48462,3.84995
99,528009010107118.0,2023-05-12 13:00:00,0,TotalEnergies 's-Heer Arendskerke Rijksweg,51.48462,3.84995
100,528009010107118.0,2023-05-12 11:00:00,0,TotalEnergies 's-Heer Arendskerke Rijksweg,51.48462,3.84995
101,528009010107118.0,2023-05-12 14:00:00,0,TotalEnergies 's-Heer Arendskerke Rijksweg,51.48462,3.84995
102,528009010107118.0,2023-05-12 08:00:00,0,TotalEnergies 's-Heer Arendskerke Rijksweg,51.48462,3.84995
103,528009010107118.0,2023-05-12 12:00:00,0,TotalEnergies 's-Heer Arendskerke Rijksweg,51.48462,3.84995
104,528009010107118.0,2023-05-12 10:00:00,0,TotalEnergies 's-Heer Arendskerke Rijksweg,51.48462,3.84995
105,528009010103796.0,2023-05-12 09:01:00,0,E-Flux Hoek van Holland Prins Hendrikweg,51.97178,4.14216
106,528009010103796.0,2023-05-12 13:00:00,0,E-Flux Hoek van Holland Prins Hendrikweg,51.97178,4.14216
107,528009010103796.0,2023-05-12 11:00:00,0,E-Flux Hoek van Holland Prins Hendrikweg,51.97178,4.14216
108,528009010103796.0,2023-05-12 14:00:00,0,E-Flux Hoek van Holland Prins Hendrikweg,51.97178,4.14216
109,528009010103796.0,2023-05-12 08:00:00,0,E-Flux Hoek van Holland Prins Hendrikweg,51.97178,4.14216
110,528009010103796.0,2023-05-12 12:00:00,0,E-Flux Hoek van Holland Prins Hendrikweg,51.97178,4.14216
111,528009010103796.0,2023-05-12 10:00:00,0,E-Flux Hoek van Holland Prins Hendrikweg,51.97178,4.14216
112,528009010104267.0,2023-05-12 09:01:00,0,Fastned Vierpolders Coosenhoek,51.87058,4.18041
113,528009010104267.0,2023-05-12 13:00:00,6,Fastned Vierpolders Coosenhoek,51.87058,4.18041
114,528009010104267.0,2023-05-12 11:00:00,3,Fastned Vierpolders Coosenhoek,51.87058,4.18041
115,528009010104267.0,2023-05-12 14:00:00,3,Fastned Vierpolders Coosenhoek,51.87058,4.18041
116,528009010104267.0,2023-05-12 08:00:00,0,Fastned Vierpolders Coosenhoek,51.87058,4.18041
117,528009010104267.0,2023-05-12 12:00:00,6,Fastned Vierpolders Coosenhoek,51.87058,4.18041
118,528009010104267.0,2023-05-12 10:00:00,3,Fastned Vierpolders Coosenhoek,51.87058,4.18041
119,528009010108681.0,2023-05-12 09:01:00,0,Shell Recharge Den Haag Professor B.M. Teldersweg,52.09639,4.28692
120,528009010108681.0,2023-05-12 13:00:00,0,Shell Recharge Den Haag Professor B.M. Teldersweg,52.09639,4.28692
121,528009010108681.0,2023-05-12 11:00:00,0,Shell Recharge Den Haag Professor B.M. Teldersweg,52.09639,4.28692
122,528009010108681.0,2023-05-12 14:00:00,0,Shell Recharge Den Haag Professor B.M. Teldersweg,52.09639,4.28692
123,528009010108681.0,2023-05-12 08:00:00,0,Shell Recharge Den Haag Professor B.M. Teldersweg,52.09639,4.28692
124,528009010108681.0,2023-05-12 12:00:00,0,Shell Recharge Den Haag Professor B.M. Teldersweg,52.09639,4.28692
125,528009010108681.0,2023-05-12 10:00:00,0,Shell Recharge Den Haag Professor B.M. Teldersweg,52.09639,4.28692
126,528009009095235.0,2023-05-12 09:01:00,0,Allego Hellevoetsluis Struytse Hoeck,51.83244,4.14724
127,528009009095235.0,2023-05-12 13:00:00,0,Allego Hellevoetsluis Struytse Hoeck,51.83244,4.14724
128,528009009095235.0,2023-05-12 11:00:00,0,Allego Hellevoetsluis Struytse Hoeck,51.83244,4.14724
129,528009009095235.0,2023-05-12 14:00:00,2,Allego Hellevoetsluis Struytse Hoeck,51.83244,4.14724
130,528009009095235.0,2023-05-12 08:00:00,0,Allego Hellevoetsluis Struytse Hoeck,51.83244,4.14724
131,528009009095235.0,2023-05-12 12:00:00,0,Allego Hellevoetsluis Struytse Hoeck,51.83244,4.14724
132,528009009095235.0,2023-05-12 10:00:00,0,Allego Hellevoetsluis Struytse Hoeck,51.83244,4.14724
133,528009010111308.0,2023-05-12 09:01:00,0,Shell Recharge Rijswijk Schaapweg,52.04257,4.29397
134,528009010111308.0,2023-05-12 13:00:00,0,Shell Recharge Rijswijk Schaapweg,52.04257,4.29397
135,528009010111308.0,2023-05-12 11:00:00,0,Shell Recharge Rijswijk Schaapweg,52.04257,4.29397
136,528009010111308.0,2023-05-12 14:00:00,0,Shell Recharge Rijswijk Schaapweg,52.04257,4.29397
137,528009010111308.0,2023-05-12 08:00:00,0,Shell Recharge Rijswijk Schaapweg,52.04257,4.29397
138,528009010111308.0,2023-05-12 12:00:00,0,Shell Recharge Rijswijk Schaapweg,52.04257,4.29397
139,528009010111308.0,2023-05-12 10:00:00,0,Shell Recharge Rijswijk Schaapweg,52.04257,4.29397
140,528009002428653.0,2023-05-12 09:01:00,0,PARKnCHARGE Spijkenisse Boyleweg,51.85465,4.30306
141,528009002428653.0,2023-05-12 13:00:00,0,PARKnCHARGE Spijkenisse Boyleweg,51.85465,4.30306
142,528009002428653.0,2023-05-12 11:00:00,0,PARKnCHARGE Spijkenisse Boyleweg,51.85465,4.30306
143,528009002428653.0,2023-05-12 14:00:00,0,PARKnCHARGE Spijkenisse Boyleweg,51.85465,4.30306
144,528009002428653.0,2023-05-12 08:00:00,0,PARKnCHARGE Spijkenisse Boyleweg,51.85465,4.30306
145,528009002428653.0,2023-05-12 12:00:00,0,PARKnCHARGE Spijkenisse Boyleweg,51.85465,4.30306
146,528009002428653.0,2023-05-12 10:00:00,0,PARKnCHARGE Spijkenisse Boyleweg,51.85465,4.30306
147,528009010104770.0,2023-05-12 09:01:00,0,InCharge Den Haag De Werf,52.04334,4.24255
148,528009010104770.0,2023-05-12 13:00:00,0,InCharge Den Haag De Werf,52.04334,4.24255
149,528009010104770.0,2023-05-12 11:00:00,1,InCharge Den Haag De Werf,52.04334,4.24255
150,528009010104770.0,2023-05-12 14:00:00,0,InCharge Den Haag De Werf,52.04334,4.24255
151,528009010104770.0,2023-05-12 08:00:00,0,InCharge Den Haag De Werf,52.04334,4.24255
152,528009010104770.0,2023-05-12 12:00:00,0,InCharge Den Haag De Werf,52.04334,4.24255
153,528009010104770.0,2023-05-12 10:00:00,0,InCharge Den Haag De Werf,52.04334,4.24255
154,528009010072432.0,2023-05-12 09:01:00,0,ENGIE Naaldwijk Vallumstraat,51.98632,4.2164
155,528009010072432.0,2023-05-12 13:00:00,0,ENGIE Naaldwijk Vallumstraat,51.98632,4.2164
156,528009010072432.0,2023-05-12 11:00:00,0,ENGIE Naaldwijk Vallumstraat,51.98632,4.2164
157,528009010072432.0,2023-05-12 14:00:00,0,ENGIE Naaldwijk Vallumstraat,51.98632,4.2164
158,528009010072432.0,2023-05-12 08:00:00,0,ENGIE Naaldwijk Vallumstraat,51.98632,4.2164
159,528009010072432.0,2023-05-12 12:00:00,0,ENGIE Naaldwijk Vallumstraat,51.98632,4.2164
160,528009010072432.0,2023-05-12 10:00:00,0,ENGIE Naaldwijk Vallumstraat,51.98632,4.2164
161,528009010068457.0,2023-05-12 09:01:00,0,Europoort Europaweg,51.91362,4.18985
162,528009010068457.0,2023-05-12 13:00:00,0,Europoort Europaweg,51.91362,4.18985
163,528009010068457.0,2023-05-12 11:00:00,0,Europoort Europaweg,51.91362,4.18985
164,528009010068457.0,2023-05-12 14:00:00,0,Europoort Europaweg,51.91362,4.18985
165,528009010068457.0,2023-05-12 08:00:00,0,Europoort Europaweg,51.91362,4.18985
166,528009010068457.0,2023-05-12 12:00:00,0,Europoort Europaweg,51.91362,4.18985
167,528009010068457.0,2023-05-12 10:00:00,0,Europoort Europaweg,51.91362,4.18985
168,528009009094555.0,2023-05-12 09:01:00,0,Fastned Vierpolders Tussenhoek,51.87024,4.18238
169,528009009094555.0,2023-05-12 13:00:00,3,Fastned Vierpolders Tussenhoek,51.87024,4.18238
170,528009009094555.0,2023-05-12 11:00:00,3,Fastned Vierpolders Tussenhoek,51.87024,4.18238
171,528009009094555.0,2023-05-12 14:00:00,0,Fastned Vierpolders Tussenhoek,51.87024,4.18238
172,528009009094555.0,2023-05-12 08:00:00,0,Fastned Vierpolders Tussenhoek,51.87024,4.18238
173,528009009094555.0,2023-05-12 12:00:00,6,Fastned Vierpolders Tussenhoek,51.87024,4.18238
174,528009009094555.0,2023-05-12 10:00:00,0,Fastned Vierpolders Tussenhoek,51.87024,4.18238
175,528009010111862.0,2023-05-12 09:01:00,0,Fastned Zevenbergschen Hoek Voogdeweg,51.66239,4.67811
176,528009010111862.0,2023-05-12 13:00:00,3,Fastned Zevenbergschen Hoek Voogdeweg,51.66239,4.67811
177,528009010111862.0,2023-05-12 11:00:00,2,Fastned Zevenbergschen Hoek Voogdeweg,51.66239,4.67811
178,528009010111862.0,2023-05-12 14:00:00,4,Fastned Zevenbergschen Hoek Voogdeweg,51.66239,4.67811
179,528009010111862.0,2023-05-12 08:00:00,0,Fastned Zevenbergschen Hoek Voogdeweg,51.66239,4.67811
180,528009010111862.0,2023-05-12 12:00:00,2,Fastned Zevenbergschen Hoek Voogdeweg,51.66239,4.67811
181,528009010111862.0,2023-05-12 10:00:00,0,Fastned Zevenbergschen Hoek Voogdeweg,51.66239,4.67811
182,528009010108949.0,2023-05-12 09:01:00,0,Shell Recharge Gilze E312,51.55459,4.91284
183,528009010108949.0,2023-05-12 13:00:00,0,Shell Recharge Gilze E312,51.55459,4.91284
184,528009010108949.0,2023-05-12 11:00:00,0,Shell Recharge Gilze E312,51.55459,4.91284
185,528009010108949.0,2023-05-12 14:00:00,0,Shell Recharge Gilze E312,51.55459,4.91284
186,528009010108949.0,2023-05-12 08:00:00,0,Shell Recharge Gilze E312,51.55459,4.91284
187,528009010108949.0,2023-05-12 12:00:00,0,Shell Recharge Gilze E312,51.55459,4.91284
188,528009010108949.0,2023-05-12 10:00:00,0,Shell Recharge Gilze E312,51.55459,4.91284
189,528009010055668.0,2023-05-12 09:01:00,0,E-Flux Bladel De Vroent,51.32457,5.22485
190,528009010055668.0,2023-05-12 13:00:00,0,E-Flux Bladel De Vroent,51.32457,5.22485
191,528009010055668.0,2023-05-12 11:00:00,0,E-Flux Bladel De Vroent,51.32457,5.22485
192,528009010055668.0,2023-05-12 14:00:00,0,E-Flux Bladel De Vroent,51.32457,5.22485
193,528009010055668.0,2023-05-12 08:00:00,0,E-Flux Bladel De Vroent,51.32457,5.22485
194,528009010055668.0,2023-05-12 12:00:00,0,E-Flux Bladel De Vroent,51.32457,5.22485
195,528009010055668.0,2023-05-12 10:00:00,0,E-Flux Bladel De Vroent,51.32457,5.22485
196,528009010106710.0,2023-05-12 09:01:00,0,Fastned Dordrecht Rijksweg 16,51.7341,4.63208
197,528009010106710.0,2023-05-12 13:00:00,1,Fastned Dordrecht Rijksweg 16,51.7341,4.63208
198,528009010106710.0,2023-05-12 11:00:00,1,Fastned Dordrecht Rijksweg 16,51.7341,4.63208
199,528009010106710.0,2023-05-12 14:00:00,1,Fastned Dordrecht Rijksweg 16,51.7341,4.63208
200,528009010106710.0,2023-05-12 08:00:00,0,Fastned Dordrecht Rijksweg 16,51.7341,4.63208
201,528009010106710.0,2023-05-12 12:00:00,2,Fastned Dordrecht Rijksweg 16,51.7341,4.63208
202,528009010106710.0,2023-05-12 10:00:00,2,Fastned Dordrecht Rijksweg 16,51.7341,4.63208
203,528009010112033.0,2023-05-12 09:01:00,2,Fastned Zegge,51.54883,4.52921
204,528009010112033.0,2023-05-12 13:00:00,3,Fastned Zegge,51.54883,4.52921
205,528009010112033.0,2023-05-12 11:00:00,3,Fastned Zegge,51.54883,4.52921
206,528009010112033.0,2023-05-12 14:00:00,1,Fastned Zegge,51.54883,4.52921
207,528009010112033.0,2023-05-12 08:00:00,0,Fastned Zegge,51.54883,4.52921
208,528009010112033.0,2023-05-12 12:00:00,1,Fastned Zegge,51.54883,4.52921
209,528009010112033.0,2023-05-12 10:00:00,1,Fastned Zegge,51.54883,4.52921
210,528009010044927.0,2023-05-12 09:01:00,0,InCharge Roosendaal Takspui,51.53519,4.48533
211,528009010044927.0,2023-05-12 13:00:00,1,InCharge Roosendaal Takspui,51.53519,4.48533
212,528009010044927.0,2023-05-12 11:00:00,0,InCharge Roosendaal Takspui,51.53519,4.48533
213,528009010044927.0,2023-05-12 14:00:00,1,InCharge Roosendaal Takspui,51.53519,4.48533
214,528009010044927.0,2023-05-12 08:00:00,0,InCharge Roosendaal Takspui,51.53519,4.48533
215,528009010044927.0,2023-05-12 12:00:00,0,InCharge Roosendaal Takspui,51.53519,4.48533
216,528009010044927.0,2023-05-12 10:00:00,0,InCharge Roosendaal Takspui,51.53519,4.48533
217,528009010068285.0,2023-05-12 09:01:00,0,PARKnCHARGE Tilburg Goirleseweg,51.54294,5.06693
218,528009010068285.0,2023-05-12 13:00:00,0,PARKnCHARGE Tilburg Goirleseweg,51.54294,5.06693
219,528009010068285.0,2023-05-12 11:00:00,0,PARKnCHARGE Tilburg Goirleseweg,51.54294,5.06693
220,528009010068285.0,2023-05-12 14:00:00,0,PARKnCHARGE Tilburg Goirleseweg,51.54294,5.06693
221,528009010068285.0,2023-05-12 08:00:00,0,PARKnCHARGE Tilburg Goirleseweg,51.54294,5.06693
222,528009010068285.0,2023-05-12 12:00:00,0,PARKnCHARGE Tilburg Goirleseweg,51.54294,5.06693
223,528009010068285.0,2023-05-12 10:00:00,0,PARKnCHARGE Tilburg Goirleseweg,51.54294,5.06693
224,528009010105759.0,2023-05-12 09:01:00,0,Shell Recharge Sprang-Capelle Maasroute,51.69442,5.00853
225,528009010105759.0,2023-05-12 13:00:00,0,Shell Recharge Sprang-Capelle Maasroute,51.69442,5.00853
226,528009010105759.0,2023-05-12 11:00:00,0,Shell Recharge Sprang-Capelle Maasroute,51.69442,5.00853
227,528009010105759.0,2023-05-12 14:00:00,0,Shell Recharge Sprang-Capelle Maasroute,51.69442,5.00853
228,528009010105759.0,2023-05-12 08:00:00,0,Shell Recharge Sprang-Capelle Maasroute,51.69442,5.00853
229,528009010105759.0,2023-05-12 12:00:00,0,Shell Recharge Sprang-Capelle Maasroute,51.69442,5.00853
230,528009010105759.0,2023-05-12 10:00:00,0,Shell Recharge Sprang-Capelle Maasroute,51.69442,5.00853
231,528009010044283.0,2023-05-12 09:01:00,0,InCharge Breda Kruisvoort,51.58238,4.73049
232,528009010044283.0,2023-05-12 13:00:00,0,InCharge Breda Kruisvoort,51.58238,4.73049
233,528009010044283.0,2023-05-12 11:00:00,0,InCharge Breda Kruisvoort,51.58238,4.73049
234,528009010044283.0,2023-05-12 14:00:00,0,InCharge Breda Kruisvoort,51.58238,4.73049
235,528009010044283.0,2023-05-12 08:00:00,0,InCharge Breda Kruisvoort,51.58238,4.73049
236,528009010044283.0,2023-05-12 12:00:00,1,InCharge Breda Kruisvoort,51.58238,4.73049
237,528009010044283.0,2023-05-12 10:00:00,1,InCharge Breda Kruisvoort,51.58238,4.73049
238,528009010106188.0,2023-05-12 09:01:00,0,Fastned Tilburg Jan Heijnsstraat,51.56229,5.07522
239,528009010106188.0,2023-05-12 13:00:00,0,Fastned Tilburg Jan Heijnsstraat,51.56229,5.07522
240,528009010106188.0,2023-05-12 11:00:00,0,Fastned Tilburg Jan Heijnsstraat,51.56229,5.07522
241,528009010106188.0,2023-05-12 14:00:00,0,Fastned Tilburg Jan Heijnsstraat,51.56229,5.07522
242,528009010106188.0,2023-05-12 08:00:00,0,Fastned Tilburg Jan Heijnsstraat,51.56229,5.07522
243,528009010106188.0,2023-05-12 12:00:00,0,Fastned Tilburg Jan Heijnsstraat,51.56229,5.07522
244,528009010106188.0,2023-05-12 10:00:00,0,Fastned Tilburg Jan Heijnsstraat,51.56229,5.07522
245,528009010112061.0,2023-05-12 09:01:00,0,Shell Recharge Numansdorp Rijksweg A29,51.73667,4.41057
246,528009010112061.0,2023-05-12 13:00:00,0,Shell Recharge Numansdorp Rijksweg A29,51.73667,4.41057
247,528009010112061.0,2023-05-12 11:00:00,0,Shell Recharge Numansdorp Rijksweg A29,51.73667,4.41057
248,528009010112061.0,2023-05-12 14:00:00,0,Shell Recharge Numansdorp Rijksweg A29,51.73667,4.41057
249,528009010112061.0,2023-05-12 08:00:00,0,Shell Recharge Numansdorp Rijksweg A29,51.73667,4.41057
250,528009010112061.0,2023-05-12 12:00:00,0,Shell Recharge Numansdorp Rijksweg A29,51.73667,4.41057
251,528009010112061.0,2023-05-12 10:00:00,0,Shell Recharge Numansdorp Rijksweg A29,51.73667,4.41057
252,528009010042575.0,2023-05-12 09:01:00,0,Shell Recharge Tilburg Burgemeester Letschertweg,51.57904,4.97313
253,528009010042575.0,2023-05-12 13:00:00,0,Shell Recharge Tilburg Burgemeester Letschertweg,51.57904,4.97313
254,528009010042575.0,2023-05-12 11:00:00,0,Shell Recharge Tilburg Burgemeester Letschertweg,51.57904,4.97313
255,528009010042575.0,2023-05-12 14:00:00,0,Shell Recharge Tilburg Burgemeester Letschertweg,51.57904,4.97313
256,528009010042575.0,2023-05-12 08:00:00,0,Shell Recharge Tilburg Burgemeester Letschertweg,51.57904,4.97313
